,City,Price,Area,Location,bhk
3879,Bangalore,8350000.0,1450.0,Bangalore Rajarajeshwari nagar,3.0
3881,Bangalore,6360000.0,1085.0,Bangalore Rajarajeshwari nagar,2.0
3882,Bangalore,8400000.0,1110.0,Bangalore Rajarajeshwari nagar,2.0
3885,Bangalore,4057000.0,1135.0,Bangalore Rajarajeshwari nagar,2.0
3887,Bangalore,8400000.0,1500.0,Bangalore Rajarajeshwari nagar,3.0
3888,Bangalore,8400000.0,1400.0,Bangalore Rajarajeshwari nagar,3.0
3892,Bangalore,3800000.0,1200.0,Bangalore Rajarajeshwari nagar,2.0
3893,Bangalore,7105000.0,1438.0,Bangalore Ramamurthy Nagar,3.0
3894,Bangalore,7105000.0,1438.0,Bangalore Ramamurthy Nagar,3.0
3895,Bangalore,7105000.0,1438.0,Bangalore Ramamurthy Nagar,3.0
3896,Bangalore,6133000.0,1275.0,Bangalore Ramamurthy Nagar,2.0
3897,Bangalore,2951000.0,649.0,Bangalore Ramamurthy Nagar,1.0
3898,Bangalore,6973999.0,1409.0,Bangalore Ramamurthy Nagar,3.0
3899,Bangalore,5705000.0,1139.0,Bangalore Ramamurthy Nagar,2.0
3900,Bangalore,5772000.0,1154.0,Bangalore Ramamurthy Nagar,2.0
3901,Bangalore,6720999.0,1353.0,Bangalore Ramamurthy Nagar,3.0
3902,Bangalore,6761000.0,1362.0,Bangalore Ramamurthy Nagar,3.0
3903,Bangalore,5677000.0,1133.0,Bangalore Ramamurthy Nagar,2.0
3904,Bangalore,5384000.0,1068.0,Bangalore Ramamurthy Nagar,2.0
3906,Bangalore,5970000.0,1239.0,Bangalore Ramamurthy Nagar,2.0
3908,Bangalore,5702000.0,1180.0,Bangalore Ramamurthy Nagar,2.0
3909,Bangalore,6210000.0,1292.0,Bangalore Ramamurthy Nagar,2.0
3910,Bangalore,3177000.0,710.0,Bangalore Ramamurthy Nagar,1.0
3911,Bangalore,4163000.0,905.0,Bangalore Ramamurthy Nagar,1.0
3912,Bangalore,4738000.0,1030.0,Bangalore Ramamurthy Nagar,1.0
3913,Bangalore,11399999.0,1841.0,Bangalore Ramamurthy Nagar,3.0
3914,Bangalore,11500000.0,1869.0,Bangalore Ramamurthy Nagar,3.0
3916,Bangalore,3180000.0,1140.0,Bangalore Ramamurthy Nagar,2.0
3917,Bangalore,4057000.0,1070.0,Bangalore Ramamurthy Nagar,2.0
3918,Bangalore,7359999.0,1055.0,Bangalore Ramamurthy Nagar,2.0
3919,Bangalore,4237000.0,1198.0,Bangalore Ramamurthy Nagar,2.0
3921,Bangalore,8400000.0,1200.0,Bangalore Ramamurthy Nagar,2.0
3922,Bangalore,8138000.0,1350.0,Bangalore Ramamurthy Nagar,3.0
3923,Bangalore,4813000.0,1038.0,Bangalore Ramamurthy Nagar,2.0
3924,Bangalore,6800000.0,1070.0,Bangalore Ramamurthy Nagar,2.0
3925,Bangalore,3850000.0,1210.0,Bangalore Ramamurthy Nagar,2.0
3926,Bangalore,4160000.0,1208.0,Bangalore Ramamurthy Nagar,2.0
3927,Bangalore,8218000.0,1100.0,Bangalore Ramamurthy Nagar,2.0
3928,Bangalore,4900000.0,1004.0,Bangalore Ramamurthy Nagar,2.0
3929,Bangalore,4978000.0,910.0,Bangalore Ramamurthy Nagar,2.0
3930,Bangalore,3800000.0,1050.0,Bangalore Ramamurthy Nagar,2.0
3931,Bangalore,11000000.0,1471.0,Bangalore Ramamurthy Nagar,3.0
3933,Bangalore,64000000.0,2772.0,Bangalore Richmond Town,3.0
3935,Bangalore,78700000.0,3282.0,Bangalore Richmond Town,4.0
3936,Bangalore,74300000.0,2826.0,Bangalore Richmond Town,3.0
3937,Bangalore,69900000.0,3049.0,Bangalore Richmond Town,3.0
3938,Bangalore,62800000.0,3067.0,Bangalore Richmond Town,3.0
3939,Bangalore,69000000.0,2755.0,Bangalore Richmond Town,3.0
3940,Bangalore,63000000.0,3027.0,Bangalore Richmond Town,3.0
3941,Bangalore,62900000.0,2764.0,Bangalore Richmond Town,3.0
3942,Bangalore,63000000.0,2760.0,Bangalore Richmond Town,3.0
3943,Bangalore,62900000.0,2764.0,Bangalore Richmond Town,3.0
3944,Bangalore,75200000.0,2760.0,Bangalore Richmond Town,3.0
3945,Bangalore,69200000.0,3300.0,Bangalore Richmond Town,3.0
3946,Bangalore,69100000.0,3036.0,Bangalore Richmond Town,3.0
3947,Bangalore,67800000.0,3035.0,Bangalore Richmond Town,3.0
3948,Bangalore,68100000.0,2975.0,Bangalore Richmond Town,3.0
3949,Bangalore,68400000.0,2991.0,Bangalore Richmond Town,3.0
3950,Bangalore,73100000.0,3000.0,Bangalore Richmond Town,3.0
3951,Bangalore,61400000.0,3210.0,Bangalore Richmond Town,3.0
3952,Bangalore,67700000.0,2695.0,Bangalore Richmond Town,3.0
3953,Bangalore,66400000.0,2970.0,Bangalore Richmond Town,3.0
3955,Bangalore,66600000.0,3189.0,Bangalore Richmond Town,3.0
3956,Bangalore,66900000.0,2922.0,Bangalore Richmond Town,3.0
3957,Bangalore,66900000.0,2937.0,Bangalore Richmond Town,3.0
3958,Bangalore,72800000.0,2935.0,Bangalore Richmond Town,3.0
3959,Bangalore,66800000.0,3194.0,Bangalore Richmond Town,3.0
3960,Bangalore,71600000.0,2931.0,Bangalore Richmond Town,3.0
3961,Bangalore,65700000.0,3144.0,Bangalore Richmond Town,3.0
3962,Bangalore,72100000.0,2885.0,Bangalore Richmond Town,3.0
3963,Bangalore,72000000.0,3165.0,Bangalore Richmond Town,3.0
3964,Bangalore,71100000.0,3161.0,Bangalore Richmond Town,3.0
3965,Bangalore,23700000.0,2470.0,Bangalore Sahakar Nagar,4.0
3966,Bangalore,16500000.0,1645.0,Bangalore Sahakar Nagar,3.0
3967,Bangalore,15000000.0,1795.0,Bangalore Sahakar Nagar,2.0
3968,Bangalore,8900000.0,1000.0,Bangalore Sahakar Nagar,1.0
3969,Bangalore,14400000.0,1740.0,Bangalore Sahakar Nagar,2.0
3970,Bangalore,12700000.0,1490.0,Bangalore Sahakar Nagar,2.0
3971,Bangalore,12500000.0,1320.0,Bangalore Sahakar Nagar,3.0
3973,Bangalore,18800000.0,2165.0,Bangalore Sahakar Nagar,3.0
3974,Bangalore,13700000.0,1645.0,Bangalore Sahakar Nagar,2.0
3975,Bangalore,18900000.0,1985.0,Bangalore Sahakar Nagar,3.0
3976,Bangalore,13500000.0,1500.0,Bangalore Sahakar Nagar,3.0
3977,Bangalore,18900000.0,1985.0,Bangalore Sahakar Nagar,3.0
3978,Bangalore,15400000.0,1795.0,Bangalore Sahakar Nagar,2.0
3979,Bangalore,12300000.0,1410.0,Bangalore Sahakar Nagar,2.0
3980,Bangalore,11800000.0,1345.0,Bangalore Sahakar Nagar,1.0
3981,Bangalore,28000000.0,2790.0,Bangalore Sahakar Nagar,4.0
3982,Bangalore,13000000.0,1320.0,Bangalore Sahakar Nagar,2.0
3983,Bangalore,18800000.0,2165.0,Bangalore Sahakar Nagar,3.0
3984,Bangalore,15000000.0,1795.0,Bangalore Sahakar Nagar,2.0
3986,Bangalore,44900000.0,4450.0,Bangalore Sahakar Nagar,4.0
3987,Bangalore,43400000.0,4310.0,Bangalore Sahakar Nagar,4.0
3988,Bangalore,40300000.0,4000.0,Bangalore Sahakar Nagar,4.0
3992,Bangalore,17500000.0,1985.0,Bangalore Sahakar Nagar,3.0
3996,Bangalore,2874000.0,958.0,Bangalore Sarjapur,2.0
3998,Bangalore,3372000.0,1124.0,Bangalore Sarjapur,2.0
3999,Bangalore,2922000.0,974.0,Bangalore Sarjapur,2.0
4000,Bangalore,2844000.0,948.0,Bangalore Sarjapur,2.0
4001,Bangalore,2901000.0,967.0,Bangalore Sarjapur,2.0
4002,Bangalore,2820000.0,940.0,Bangalore Sarjapur,2.0
4007,Bangalore,2889000.0,963.0,Bangalore Sarjapur,2.0
4008,Bangalore,3429000.0,1143.0,Bangalore Sarjapur,2.0
4010,Bangalore,3384000.0,1128.0,Bangalore Sarjapur,2.0
4012,Bangalore,4750000.0,1320.0,Bangalore Sarjapur,2.0
4013,Bangalore,4498000.0,1250.0,Bangalore Sarjapur,2.0
4015,Bangalore,4642000.0,1290.0,Bangalore Sarjapur,2.0
4018,Bangalore,4318000.0,1200.0,Bangalore Sarjapur,2.0
4020,Bangalore,4943000.0,1148.0,Bangalore Sarjapur,2.0
4021,Bangalore,4938000.0,1126.0,Bangalore Sarjapur,2.0
4022,Bangalore,9025000.0,1125.0,Bangalore Sarjapur,2.0
4024,Bangalore,6299000.0,1136.0,Bangalore Sarjapur,2.0
4025,Bangalore,7175000.0,1435.0,Bangalore Sarjapur,3.0
4027,Bangalore,6188000.0,1017.0,Bangalore Sarjapur,2.0
4028,Bangalore,5300000.0,1068.0,Bangalore Sarjapur,2.0
4029,Bangalore,3482000.0,1099.0,Bangalore Sarjapur,2.0
4030,Bangalore,4500000.0,1017.0,Bangalore Sarjapur,2.0
4031,Bangalore,6405000.0,1182.0,Bangalore Sarjapur,2.0
4036,Bangalore,8400000.0,1399.0,Bangalore Sarjapur,3.0
4037,Bangalore,8120000.0,1399.0,Bangalore Sarjapur,3.0
4038,Bangalore,3399000.0,1017.0,Bangalore Sarjapur,2.0
4040,Bangalore,5897000.0,1017.0,Bangalore Sarjapur,2.0
4041,Bangalore,6900000.0,1068.0,Bangalore Sarjapur,2.0
4042,Bangalore,5000000.0,1099.0,Bangalore Sarjapur,2.0
4043,Bangalore,7800000.0,1182.0,Bangalore Sarjapur,2.0
4044,Bangalore,2899000.0,1017.0,Bangalore Sarjapur,2.0
4048,Bangalore,5256000.0,1068.0,Bangalore Sarjapur,2.0
4049,Bangalore,7208000.0,1467.0,Bangalore Sarjapur,3.0
4050,Bangalore,5883000.0,1099.0,Bangalore Sarjapur,2.0
4051,Bangalore,8120000.0,1398.0,Bangalore Sarjapur,3.0
4052,Bangalore,8081999.0,1399.0,Bangalore Sarjapur,3.0
4053,Bangalore,7840000.0,1182.0,Bangalore Sarjapur,2.0
4054,Bangalore,6528000.0,943.0,Bangalore Sarjapur,2.0
4055,Bangalore,5320000.0,1017.0,Bangalore Sarjapur,2.0
4056,Bangalore,3100000.0,1068.0,Bangalore Sarjapur,2.0
4057,Bangalore,5000000.0,1017.0,Bangalore Sarjapur,2.0
4059,Bangalore,13000000.0,1182.0,Bangalore Sarjapur,2.0
4060,Bangalore,5030000.0,943.0,Bangalore Sarjapur,2.0
4061,Bangalore,3100000.0,943.0,Bangalore Sarjapur,2.0
4062,Bangalore,3100000.0,1099.0,Bangalore Sarjapur,2.0
4063,Bangalore,9000000.0,1467.0,Bangalore Sarjapur,3.0
4066,Bangalore,5634000.0,1045.0,Bangalore Sarjapur,2.0
4069,Bangalore,5289000.0,1040.0,Bangalore Sarjapur,2.0
4071,Bangalore,4034000.0,1040.0,Bangalore Sarjapur,2.0
4073,Bangalore,2899000.0,1398.0,Bangalore Sarjapur Attibele,3.0
4074,Bangalore,7800000.0,1467.0,Bangalore Sarjapur Attibele,3.0
4075,Bangalore,2899000.0,926.0,Bangalore Sarjapur Attibele,3.0
4076,Bangalore,3100000.0,940.0,Bangalore Sarjapur Attibele,2.0
4077,Bangalore,5803000.0,1399.0,Bangalore Sarjapur Attibele,3.0
4078,Bangalore,6188000.0,924.0,Bangalore Sarjapur Attibele,3.0
4079,Bangalore,4220000.0,1467.0,Bangalore Sarjapur Attibele,3.0
4080,Bangalore,5305000.0,924.0,Bangalore Sarjapur Attibele,3.0
4081,Bangalore,3100000.0,920.0,Bangalore Sarjapur Attibele,3.0
4082,Bangalore,3030000.0,940.0,Bangalore Sarjapur Attibele,2.0
4083,Bangalore,11100000.0,1400.0,Bangalore Sarjapur Attibele,3.0
4084,Bangalore,9600000.0,2730.0,Bangalore Sarjapur Road,4.0
4085,Bangalore,3261999.0,1396.0,Bangalore Sarjapur Road,2.0
4086,Bangalore,2975000.0,1500.0,Bangalore Sarjapur Road,3.0
4087,Bangalore,5256000.0,1400.0,Bangalore Sarjapur Road,3.0
4088,Bangalore,4300000.0,1099.0,Bangalore Sarjapur Road,2.0
4089,Bangalore,8400000.0,2730.0,Bangalore Sarjapur Road,4.0
4090,Bangalore,8120000.0,2730.0,Bangalore Sarjapur Road,4.0
4091,Bangalore,10900000.0,2730.0,Bangalore Sarjapur Road,4.0
4092,Bangalore,5352000.0,1350.0,Bangalore Sarjapur Road,2.0
4093,Bangalore,4300000.0,2730.0,Bangalore Sarjapur Road,4.0
4094,Bangalore,6993000.0,2730.0,Bangalore Sarjapur Road,4.0
4095,Bangalore,6033000.0,2730.0,Bangalore Sarjapur Road,4.0
4096,Bangalore,7559999.0,2064.0,Bangalore Sarjapur Road,3.0
4098,Bangalore,16200000.0,1973.0,Bangalore Sarjapur Road Till Wipro,3.0
4100,Bangalore,14500000.0,1980.0,Bangalore Sarjapur Road Till Wipro,3.0
4101,Bangalore,14000000.0,2018.0,Bangalore Sarjapur Road Till Wipro,3.0
4103,Bangalore,13500000.0,2023.0,Bangalore Sarjapur Road Till Wipro,3.0
4105,Bangalore,14300000.0,2007.0,Bangalore Sarjapur Road Till Wipro,3.0
4106,Bangalore,10900000.0,1984.0,Bangalore Sarjapur Road Till Wipro,3.0
4107,Bangalore,5329000.0,969.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4113,Bangalore,10200000.0,1576.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4114,Bangalore,11100000.0,1709.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4115,Bangalore,10000000.0,1550.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4116,Bangalore,11700000.0,1813.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4117,Bangalore,11299999.0,1746.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4118,Bangalore,11100000.0,1717.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4119,Bangalore,10800000.0,1665.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4120,Bangalore,10700000.0,1657.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4121,Bangalore,11500000.0,1773.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4125,Bangalore,11100000.0,1576.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4130,Bangalore,11700000.0,1550.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4131,Bangalore,11299999.0,1813.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4132,Bangalore,11100000.0,1746.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4133,Bangalore,10800000.0,1717.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4134,Bangalore,10700000.0,1665.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4135,Bangalore,9576000.0,1323.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4136,Bangalore,7890000.0,1200.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4137,Bangalore,7884000.0,1315.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4138,Bangalore,7656000.0,1314.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4139,Bangalore,6816000.0,1276.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4140,Bangalore,7343000.0,1136.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4141,Bangalore,7488000.0,1239.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4142,Bangalore,7776000.0,1297.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4143,Bangalore,7692000.0,1296.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4144,Bangalore,9288000.0,1282.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4146,Bangalore,11100000.0,1576.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4147,Bangalore,7895999.0,1177.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4148,Bangalore,7062000.0,1316.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4149,Bangalore,7842000.0,1177.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4150,Bangalore,7895999.0,1307.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4151,Bangalore,7854000.0,1316.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4152,Bangalore,8406000.0,1309.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4153,Bangalore,6711000.0,1228.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4154,Bangalore,6711000.0,1228.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4155,Bangalore,8904000.0,1358.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4157,Bangalore,7944000.0,1195.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4158,Bangalore,7842000.0,1324.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4159,Bangalore,7014000.0,1307.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4160,Bangalore,6912000.0,1169.0,Bangalore Sarjapur Road Wipro To Railway Crossing,2.0
4161,Bangalore,11500000.0,1657.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4163,Bangalore,11700000.0,1550.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4164,Bangalore,11299999.0,1813.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4165,Bangalore,11100000.0,1746.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4166,Bangalore,10800000.0,1717.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4168,Bangalore,11100000.0,1576.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4169,Bangalore,11600000.0,1709.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4170,Bangalore,11500000.0,1657.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4172,Bangalore,11700000.0,1550.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4173,Bangalore,11299999.0,1813.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4174,Bangalore,11100000.0,1746.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4175,Bangalore,10800000.0,1717.0,Bangalore Sarjapur Road Wipro To Railway Crossing,3.0
4176,Bangalore,4340000.0,1240.0,Bangalore Singasandra,2.0
4177,Bangalore,4147000.0,1185.0,Bangalore Singasandra,2.0
4178,Bangalore,3920000.0,1120.0,Bangalore Singasandra,2.0
4179,Bangalore,2940000.0,840.0,Bangalore Singasandra,2.0
4180,Bangalore,4602000.0,1315.0,Bangalore Singasandra,2.0
4181,Bangalore,4532000.0,1295.0,Bangalore Singasandra,2.0
4182,Bangalore,4322000.0,1235.0,Bangalore Singasandra,2.0
4183,Bangalore,2660000.0,760.0,Bangalore Singasandra,1.0
4185,Bangalore,3220000.0,920.0,Bangalore Singasandra,2.0
4186,Bangalore,2310000.0,660.0,Bangalore Singasandra,1.0
4187,Bangalore,4270000.0,1220.0,Bangalore Singasandra,2.0
4188,Bangalore,2835000.0,810.0,Bangalore Singasandra,1.0
4189,Bangalore,4340000.0,1184.0,Bangalore Singasandra,2.0
4190,Bangalore,6650000.0,1442.0,Bangalore Singasandra,2.0
4191,Bangalore,9800000.0,1690.0,Bangalore Subramanyapura,3.0
4193,Bangalore,9100000.0,1485.0,Bangalore Subramanyapura,3.0
4194,Bangalore,8400000.0,1300.0,Bangalore Subramanyapura,2.0
4195,Bangalore,7100000.0,1135.0,Bangalore Subramanyapura,2.0
4196,Bangalore,6100000.0,960.0,Bangalore Subramanyapura,2.0
4197,Bangalore,7100000.0,1395.0,Bangalore Subramanyapura,2.0
4198,Bangalore,6800000.0,1195.0,Bangalore Subramanyapura,2.0
4199,Bangalore,7800000.0,1165.0,Bangalore Subramanyapura,2.0
4200,Bangalore,9000000.0,1603.0,Bangalore Subramanyapura,3.0
4201,Bangalore,5702000.0,1390.0,Bangalore Subramanyapura,2.0
4202,Bangalore,5280000.0,1270.0,Bangalore Subramanyapura,2.0
4204,Bangalore,5712000.0,1330.0,Bangalore Subramanyapura,2.0
4205,Bangalore,5702000.0,1370.0,Bangalore Subramanyapura,2.0
4206,Bangalore,5280000.0,1270.0,Bangalore Subramanyapura,2.0
4208,Bangalore,5712000.0,1330.0,Bangalore Subramanyapura,2.0
4210,Bangalore,10400000.0,1650.0,Bangalore Subramanyapura,3.0
4211,Bangalore,10200000.0,1380.0,Bangalore Subramanyapura,2.0
4212,Bangalore,11000000.0,1750.0,Bangalore Subramanyapura,3.0
4213,Bangalore,10500000.0,1690.0,Bangalore Subramanyapura,3.0
4214,Bangalore,8600000.0,1430.0,Bangalore Subramanyapura,3.0
4215,Bangalore,9700000.0,1700.0,Bangalore Subramanyapura,3.0
4216,Bangalore,11399999.0,1670.0,Bangalore Subramanyapura,3.0
4217,Bangalore,11000000.0,1800.0,Bangalore Subramanyapura,3.0
4218,Bangalore,10000000.0,1720.0,Bangalore Subramanyapura,3.0
4219,Bangalore,9000000.0,1306.0,Bangalore Talaghattapura,2.0
4221,Bangalore,6870000.0,1419.0,Bangalore Talaghattapura,2.0
4224,Bangalore,6870000.0,1419.0,Bangalore Talaghattapura,2.0
4226,Bangalore,9300000.0,1296.0,Bangalore Talaghattapura,2.0
4227,Bangalore,12400000.0,1706.0,Bangalore Talaghattapura,3.0
4228,Bangalore,11500000.0,1592.0,Bangalore Talaghattapura,3.0
4230,Bangalore,6498999.0,1270.0,Bangalore Talaghattapura,2.0
4231,Bangalore,11000000.0,1198.0,Bangalore Talaghattapura,2.0
4232,Bangalore,7692000.0,1142.0,Bangalore Talaghattapura,2.0
4236,Bangalore,8737000.0,1228.0,Bangalore Talaghattapura,2.0
4238,Bangalore,6775000.0,1225.0,Bangalore Talaghattapura,2.0
4239,Bangalore,8640000.0,1235.0,Bangalore Talaghattapura,2.0
4241,Bangalore,13200000.0,1730.0,Bangalore Talaghattapura,3.0
4242,Bangalore,7200000.0,1100.0,Bangalore Talaghattapura,2.0
4243,Bangalore,5200000.0,1726.0,Bangalore Talaghattapura,2.0
4245,Bangalore,8243000.0,1419.0,Bangalore Talaghattapura,2.0
4247,Bangalore,10000000.0,1411.0,Bangalore Talaghattapura,3.0
4249,Bangalore,22599999.0,2753.0,Bangalore Talaghattapura,3.0
4252,Bangalore,6150000.0,1000.0,Bangalore Talaghattapura,2.0
4253,Bangalore,10700000.0,1030.0,Bangalore Talaghattapura,2.0
4257,Bangalore,8400000.0,1100.0,Bangalore Talaghattapura,2.0
4260,Bangalore,9300000.0,1538.0,Bangalore Talaghattapura,2.0
4263,Bangalore,13300000.0,2016.0,Bangalore Talaghattapura,3.0
4266,Bangalore,6188000.0,1561.0,Bangalore Talaghattapura,2.0
4267,Bangalore,8120000.0,1362.0,Bangalore Talaghattapura,2.0
4268,Bangalore,8484000.0,1314.0,Bangalore Talaghattapura,2.0
4269,Bangalore,5112000.0,1180.0,Bangalore Talaghattapura,2.0
4270,Bangalore,10800000.0,1420.0,Bangalore Talaghattapura,3.0
4273,Bangalore,10800000.0,1220.0,Bangalore Talaghattapura,2.0
4274,Bangalore,7247000.0,1065.0,Bangalore Talaghattapura,2.0
4275,Bangalore,4467000.0,1220.0,Bangalore Talaghattapura,2.0
4276,Bangalore,8120000.0,1065.0,Bangalore Talaghattapura,2.0
4277,Bangalore,3500000.0,1040.0,Bangalore Talaghattapura,2.0
4278,Bangalore,8200000.0,1004.0,Bangalore Talaghattapura,2.0
4279,Bangalore,5600000.0,1306.0,Bangalore Talaghattapura,2.0
4281,Bangalore,24300000.0,1703.0,Bangalore Talaghattapura,3.0
4282,Bangalore,8256000.0,1328.0,Bangalore Talaghattapura,2.0
4284,Bangalore,2899000.0,1160.0,Bangalore Talaghattapura,2.0
4285,Bangalore,9200000.0,1452.0,Bangalore Talaghattapura,3.0
4287,Bangalore,6845999.0,1188.0,Bangalore Talaghattapura,2.0
4288,Bangalore,9173000.0,1100.0,Bangalore Talaghattapura,2.0
4290,Bangalore,7797000.0,1150.0,Bangalore Talaghattapura,2.0
4291,Bangalore,10100000.0,1190.0,Bangalore Talaghattapura,2.0
4293,Bangalore,6845999.0,1188.0,Bangalore Talaghattapura,2.0
4294,Bangalore,9173000.0,1100.0,Bangalore Talaghattapura,2.0
4296,Bangalore,8104000.0,1150.0,Bangalore Talaghattapura,2.0
4297,Bangalore,9471000.0,1190.0,Bangalore Talaghattapura,2.0
4298,Bangalore,10800000.0,1703.0,Bangalore Talaghattapura,3.0
4299,Bangalore,8306999.0,1328.0,Bangalore Talaghattapura,2.0
4301,Bangalore,20200000.0,1592.0,Bangalore Talaghattapura,3.0
4302,Bangalore,9326000.0,1290.0,Bangalore Talaghattapura,2.0
4304,Bangalore,10400000.0,1298.0,Bangalore Talaghattapura,2.0
4305,Bangalore,8400000.0,1296.0,Bangalore Talaghattapura,2.0
4306,Bangalore,2500000.0,1110.0,Bangalore Talaghattapura,2.0
4308,Bangalore,8460000.0,1328.0,Bangalore Talaghattapura,2.0
4309,Bangalore,25000000.0,1585.0,Bangalore Talaghattapura,3.0
4310,Bangalore,18600000.0,1695.0,Bangalore Talaghattapura,3.0
4311,Bangalore,20000000.0,2502.0,Bangalore Thanisandra,4.0
4312,Bangalore,20000000.0,2502.0,Bangalore Thanisandra,4.0
4313,Bangalore,20000000.0,2502.0,Bangalore Thanisandra,4.0
4314,Bangalore,6487000.0,1272.0,Bangalore Thanisandra,2.0
4315,Bangalore,20400000.0,2360.0,Bangalore Thanisandra,3.0
4316,Bangalore,17600000.0,2307.0,Bangalore Thanisandra,3.0
4317,Bangalore,9500000.0,1380.0,Bangalore Thanisandra,3.0
4318,Bangalore,6800000.0,985.0,Bangalore Thanisandra,2.0
4319,Bangalore,5339000.0,1047.0,Bangalore Thanisandra,2.0
4320,Bangalore,5253000.0,1030.0,Bangalore Thanisandra,2.0
4323,Bangalore,6395000.0,1254.0,Bangalore Thanisandra,2.0
4329,Bangalore,17600000.0,2360.0,Bangalore Thanisandra,3.0
4332,Bangalore,4600000.0,1071.0,Bangalore Thanisandra,2.0
4333,Bangalore,15000000.0,1430.0,Bangalore Thanisandra,3.0
4335,Bangalore,9400000.0,1150.0,Bangalore Thanisandra,2.0
4336,Bangalore,8597000.0,1200.0,Bangalore Thanisandra,2.0
4345,Bangalore,7000000.0,1080.0,Bangalore Thanisandra Main Road,2.0
4347,Bangalore,2900000.0,703.0,Bangalore Thanisandra Main Road,2.0
4349,Bangalore,4057000.0,732.0,Bangalore Thanisandra Main Road,2.0
4350,Bangalore,3100000.0,1215.0,Bangalore Thanisandra Main Road,2.0
4351,Bangalore,4000000.0,732.0,Bangalore Thanisandra Main Road,2.0
4352,Bangalore,3725000.0,728.0,Bangalore Thanisandra Main Road,2.0
4353,Bangalore,3335000.0,1179.0,Bangalore Thanisandra Main Road,2.0
4354,Bangalore,2851000.0,728.0,Bangalore Thanisandra Main Road,2.0
4355,Bangalore,2854000.0,703.0,Bangalore Thanisandra Main Road,2.0
4357,Bangalore,3045000.0,732.0,Bangalore Thanisandra Main Road,2.0
4358,Bangalore,5267000.0,1505.0,Bangalore Uttarahalli,3.0
4359,Bangalore,3507000.0,1002.0,Bangalore Uttarahalli,2.0
4360,Bangalore,4816000.0,1376.0,Bangalore Uttarahalli,3.0
4361,Bangalore,4312000.0,1232.0,Bangalore Uttarahalli,2.0
4362,Bangalore,5295000.0,1513.0,Bangalore Uttarahalli,3.0
4363,Bangalore,3696000.0,1056.0,Bangalore Uttarahalli,2.0
4364,Bangalore,4140000.0,1183.0,Bangalore Uttarahalli,2.0
