,City,Price,Area,Location,bhk
7184,Chennai,3681000.0,767.0,Chennai Nanmangalam,2.0
7185,Chennai,3479999.0,725.0,Chennai Nanmangalam,2.0
7186,Chennai,3381000.0,805.0,Chennai Nanmangalam,2.0
7187,Chennai,4338000.0,964.0,Chennai Nanmangalam,2.0
7189,Chennai,3882000.0,809.0,Chennai Nanmangalam,2.0
7190,Chennai,4372000.0,921.0,Chennai Nanmangalam,2.0
7191,Chennai,4747000.0,1032.0,Chennai Nanmangalam,2.0
7192,Chennai,3148000.0,787.0,Chennai Nanmangalam,2.0
7193,Chennai,3789000.0,869.0,Chennai Nanmangalam,2.0
7194,Chennai,4248000.0,984.0,Chennai Nanmangalam,2.0
7195,Chennai,4040999.0,817.0,Chennai Nanmangalam,2.0
7196,Chennai,4040999.0,898.0,Chennai Nanmangalam,2.0
7197,Chennai,4694000.0,898.0,Chennai Nanmangalam,2.0
7198,Chennai,4344000.0,978.0,Chennai Nanmangalam,2.0
7199,Chennai,4344000.0,905.0,Chennai Nanmangalam,2.0
7200,Chennai,4536000.0,905.0,Chennai Nanmangalam,2.0
7201,Chennai,4536000.0,945.0,Chennai Nanmangalam,2.0
7202,Chennai,3321000.0,945.0,Chennai Nanmangalam,2.0
7203,Chennai,3474000.0,738.0,Chennai Nanmangalam,2.0
7204,Chennai,3321000.0,772.0,Chennai Nanmangalam,2.0
7205,Chennai,3461000.0,738.0,Chennai Nanmangalam,2.0
7206,Chennai,3782000.0,822.0,Chennai Nanmangalam,2.0
7207,Chennai,4314000.0,788.0,Chennai Nanmangalam,2.0
7208,Chennai,3653000.0,1065.0,Chennai Nanmangalam,2.0
7209,Chennai,5270000.0,776.0,Chennai Nanmangalam,2.0
7210,Chennai,8900000.0,1098.0,Chennai Nanmangalam,3.0
7211,Chennai,4238000.0,760.0,Chennai Nanmangalam,2.0
7212,Chennai,3709000.0,831.0,Chennai Nanmangalam,2.0
7213,Chennai,3721000.0,772.0,Chennai Nanmangalam,2.0
7214,Chennai,3761999.0,768.0,Chennai Nanmangalam,2.0
7215,Chennai,5366000.0,836.0,Chennai Nanmangalam,2.0
7217,Chennai,3436999.0,881.0,Chennai Nanmangalam,2.0
7221,Chennai,3636999.0,985.0,Chennai Nanmangalam,2.0
7222,Chennai,3313000.0,923.0,Chennai Nanmangalam,2.0
7223,Chennai,2352000.0,866.0,Chennai Nanmangalam,2.0
7224,Chennai,6139000.0,789.0,Chennai Nanmangalam,2.0
7225,Chennai,4432000.0,1032.0,Chennai Nanmangalam,2.0
7226,Chennai,4704000.0,1032.0,Chennai Nanmangalam,2.0
7227,Chennai,3270000.0,911.0,Chennai Nanmangalam,2.0
7228,Chennai,8303000.0,992.0,Chennai Nanmangalam,2.0
7229,Chennai,4998000.0,1112.0,Chennai Navallur,2.0
7230,Chennai,17500000.0,2325.0,Chennai Navallur,3.0
7231,Chennai,4841000.0,1077.0,Chennai Navallur,2.0
7232,Chennai,4688000.0,1043.0,Chennai Navallur,2.0
7238,Chennai,4904000.0,1091.0,Chennai Navallur,2.0
7239,Chennai,4665000.0,1038.0,Chennai Navallur,2.0
7240,Chennai,4481000.0,997.0,Chennai Navallur,2.0
7241,Chennai,5700000.0,900.0,Chennai Navallur,2.0
7242,Chennai,17600000.0,2150.0,Chennai Navallur,3.0
7243,Chennai,11500000.0,1525.0,Chennai Navallur,3.0
7244,Chennai,13600000.0,1765.0,Chennai Navallur,3.0
7245,Chennai,10400000.0,1524.0,Chennai Navallur,3.0
7246,Chennai,10500000.0,1525.0,Chennai Navallur,3.0
7247,Chennai,17000000.0,2150.0,Chennai Navallur,3.0
7248,Chennai,10500000.0,1749.0,Chennai Navallur,2.0
7249,Chennai,11500000.0,1749.0,Chennai Navallur,2.0
7250,Chennai,17000000.0,2451.0,Chennai Navallur,3.0
7251,Chennai,7700000.0,1295.0,Chennai Navallur,2.0
7252,Chennai,10000000.0,1445.0,Chennai Navallur,3.0
7253,Chennai,11000000.0,1435.0,Chennai Navallur,3.0
7254,Chennai,30000000.0,3487.0,Chennai Navallur,3.0
7255,Chennai,16500000.0,2345.0,Chennai Navallur,4.0
7256,Chennai,15700000.0,1970.0,Chennai Navallur,3.0
7257,Chennai,8500000.0,1504.0,Chennai Navallur,3.0
7258,Chennai,8400000.0,1504.0,Chennai Navallur,3.0
7259,Chennai,6312000.0,1058.0,Chennai Navallur,2.0
7260,Chennai,11500000.0,2021.0,Chennai Navallur,4.0
7261,Chennai,9510000.0,1650.0,Chennai Navallur,3.0
7262,Chennai,6611000.0,1158.0,Chennai Navallur,2.0
7263,Chennai,10300000.0,1699.0,Chennai Navallur,3.0
7267,Chennai,9425000.0,1450.0,Chennai Navallur,3.0
7268,Chennai,17500000.0,2150.0,Chennai Navallur,3.0
7269,Chennai,14200000.0,1960.0,Chennai Navallur,3.0
7270,Chennai,16500000.0,1980.0,Chennai Navallur,3.0
7271,Chennai,21000000.0,2451.0,Chennai Navallur,4.0
7272,Chennai,40000000.0,6000.0,Chennai Navallur,4.0
7273,Chennai,11000000.0,1695.0,Chennai Navallur,3.0
7274,Chennai,13899999.0,2150.0,Chennai Navallur,3.0
7275,Chennai,21000000.0,2451.0,Chennai Navallur,4.0
7276,Chennai,40000000.0,6000.0,Chennai Navallur,4.0
7277,Chennai,21000000.0,2451.0,Chennai Navallur,4.0
7278,Chennai,40000000.0,6000.0,Chennai Navallur,4.0
7279,Chennai,3996000.0,762.0,Chennai Navallur,2.0
7280,Chennai,3996000.0,762.0,Chennai Navallur,2.0
7281,Chennai,8464000.0,1567.0,Chennai Navallur,3.0
7283,Chennai,10900000.0,1734.0,Chennai Navallur,3.0
7284,Chennai,5593000.0,1023.0,Chennai Navallur,2.0
7285,Chennai,5334000.0,1190.0,Chennai Navallur,2.0
7286,Chennai,3400000.0,1135.0,Chennai Navallur,2.0
7287,Chennai,6770999.0,1058.0,Chennai Navallur,2.0
7288,Chennai,6701000.0,1058.0,Chennai Navallur,2.0
7289,Chennai,5884000.0,967.0,Chennai Navallur,2.0
7290,Chennai,4201000.0,567.0,Chennai Navallur,1.0
7291,Chennai,7844000.0,894.0,Chennai Navallur,2.0
7292,Chennai,10300000.0,1669.0,Chennai Navallur,3.0
7294,Chennai,3400000.0,745.0,Chennai Navallur,2.0
7298,Chennai,4942000.0,1158.0,Chennai Navallur,2.0
7301,Chennai,11500000.0,1504.0,Chennai Navallur,3.0
7304,Chennai,6312000.0,1158.0,Chennai Navallur,2.0
7307,Chennai,7931999.0,1504.0,Chennai Navallur,3.0
7308,Chennai,7403000.0,1058.0,Chennai Navallur,2.0
7311,Chennai,6167000.0,1158.0,Chennai Navallur,2.0
7313,Chennai,15600000.0,2021.0,Chennai Navallur,3.0
7314,Chennai,15600000.0,2021.0,Chennai Navallur,3.0
7317,Chennai,4805000.0,1158.0,Chennai Navallur,2.0
7319,Chennai,6241000.0,1158.0,Chennai Navallur,2.0
7320,Chennai,3156000.0,639.0,Chennai Navallur,1.0
7322,Chennai,6241000.0,1158.0,Chennai Navallur,2.0
7323,Chennai,4690000.0,639.0,Chennai Navallur,1.0
7324,Chennai,4079000.0,639.0,Chennai Navallur,1.0
7325,Chennai,4095000.0,734.0,Chennai Navallur,2.0
7328,Chennai,12400000.0,1708.0,Chennai Navallur,3.0
7332,Chennai,5208000.0,1255.0,Chennai Navallur,2.0
7333,Chennai,4390000.0,1058.0,Chennai Navallur,2.0
7334,Chennai,2509000.0,1058.0,Chennai Navallur,2.0
7335,Chennai,2472000.0,498.0,Chennai Navallur,1.0
7336,Chennai,43099999.0,2056.0,Chennai Nungambakkam,2.0
7337,Chennai,59000000.0,2902.0,Chennai Nungambakkam,3.0
7338,Chennai,59000000.0,2902.0,Chennai Nungambakkam,3.0
7339,Chennai,23700000.0,1532.0,Chennai Nungambakkam,3.0
7340,Chennai,23100000.0,1495.0,Chennai Nungambakkam,2.0
7341,Chennai,19000000.0,1232.0,Chennai Nungambakkam,2.0
7342,Chennai,43200000.0,2060.0,Chennai Nungambakkam,2.0
7343,Chennai,43700000.0,2081.0,Chennai Nungambakkam,3.0
7344,Chennai,43099999.0,2056.0,Chennai Nungambakkam,3.0
7345,Chennai,43200000.0,2060.0,Chennai Nungambakkam,2.0
7346,Chennai,23500000.0,1569.0,Chennai Nungambakkam,3.0
7347,Chennai,23500000.0,1569.0,Chennai Nungambakkam,3.0
7350,Chennai,7601000.0,1438.0,Chennai Nungambakkam,2.0
7351,Chennai,4722000.0,1232.0,Chennai Nungambakkam,2.0
7357,Chennai,35500000.0,3800.0,Chennai Nungambakkam,4.0
7360,Chennai,54400000.0,5200.0,Chennai Nungambakkam,4.0
7361,Chennai,51600000.0,7200.0,Chennai Nungambakkam,5.0
7363,Chennai,24000000.0,2788.0,Chennai Nungambakkam,4.0
7366,Chennai,3233000.0,1210.0,Chennai Nungambakkam,2.0
7374,Chennai,7200000.0,1441.0,Chennai Padur,3.0
7375,Chennai,5200000.0,1147.0,Chennai Padur,2.0
7380,Chennai,3400000.0,845.0,Chennai Padur,2.0
7381,Chennai,9500000.0,1147.0,Chennai Padur,2.0
7382,Chennai,5737000.0,1441.0,Chennai Padur,2.0
7389,Chennai,14800000.0,1441.0,Chennai Padur,3.0
7390,Chennai,18100000.0,1951.0,Chennai Padur,3.0
7394,Chennai,6258000.0,1147.0,Chennai Padur,2.0
7398,Chennai,8792000.0,1468.0,Chennai Padur,3.0
7399,Chennai,8836000.0,1664.0,Chennai Padur,3.0
7400,Chennai,5781000.0,1499.0,Chennai Padur,2.0
7401,Chennai,3740000.0,1361.0,Chennai Padur,1.0
7403,Chennai,5781000.0,1499.0,Chennai Padur,2.0
7404,Chennai,7370000.0,1361.0,Chennai Padur,1.0
7405,Chennai,6500000.0,1250.0,Chennai Padur,2.0
7406,Chennai,3799000.0,1152.0,Chennai Padur,2.0
7419,Chennai,2297000.0,1029.0,Chennai Padur,2.0
7420,Chennai,3711000.0,1001.0,Chennai Padur,2.0
7421,Chennai,3663000.0,1017.0,Chennai Padur,2.0
7422,Chennai,2275000.0,621.0,Chennai Padur,2.0
7423,Chennai,2264000.0,1003.0,Chennai Padur,2.0
7424,Chennai,2257000.0,990.0,Chennai Padur,2.0
7425,Chennai,2249000.0,615.0,Chennai Padur,2.0
7426,Chennai,7305000.0,612.0,Chennai Padur,2.0
7427,Chennai,7344000.0,608.0,Chennai Padur,2.0
7428,Chennai,7869000.0,1452.0,Chennai Padur,3.0
7430,Chennai,5298000.0,1019.0,Chennai Pallavaram,2.0
7431,Chennai,5205000.0,1001.0,Chennai Pallavaram,2.0
7432,Chennai,5460000.0,1050.0,Chennai Pallavaram,2.0
7433,Chennai,4617000.0,888.0,Chennai Pallavaram,2.0
7435,Chennai,9000000.0,1076.0,Chennai Pallavaram,2.0
7436,Chennai,11399999.0,1618.0,Chennai Pallavaram,3.0
7437,Chennai,9691000.0,1365.0,Chennai Pallavaram,3.0
7438,Chennai,7966000.0,1122.0,Chennai Pallavaram,2.0
7439,Chennai,11700000.0,1653.0,Chennai Pallavaram,3.0
7440,Chennai,10900000.0,1540.0,Chennai Pallavaram,3.0
7441,Chennai,9549000.0,1345.0,Chennai Pallavaram,3.0
7442,Chennai,9549000.0,1345.0,Chennai Pallavaram,3.0
7443,Chennai,6959999.0,1200.0,Chennai Pallavaram,2.0
7445,Chennai,9549000.0,1591.0,Chennai Pallavaram,3.0
7447,Chennai,12600000.0,1068.0,Chennai Pallavaram,2.0
7451,Chennai,3400000.0,571.0,Chennai Pallavaram,1.0
7453,Chennai,3544000.0,1212.0,Chennai Pallavaram,2.0
7454,Chennai,2600000.0,1155.0,Chennai Pallavaram,2.0
7455,Chennai,3900000.0,1021.0,Chennai Pallavaram,2.0
7457,Chennai,3544000.0,1212.0,Chennai Pallavaram,2.0
7458,Chennai,2600000.0,1155.0,Chennai Pallavaram,2.0
7459,Chennai,2100000.0,1021.0,Chennai Pallavaram,2.0
7460,Chennai,8500000.0,696.0,Chennai Pallavaram,2.0
7461,Chennai,6266000.0,858.0,Chennai Pallavaram,2.0
7462,Chennai,7600000.0,606.0,Chennai Pallavaram,2.0
7463,Chennai,4687000.0,1622.0,Chennai Pallavaram,2.0
7464,Chennai,5100000.0,1185.0,Chennai Pallavaram,2.0
7466,Chennai,7339000.0,1040.0,Chennai Pallavaram,2.0
7468,Chennai,12800000.0,1653.0,Chennai Pallavaram,3.0
7469,Chennai,4999000.0,625.0,Chennai Pallavaram,1.0
7470,Chennai,5476000.0,945.0,Chennai Pallavaram,2.0
7471,Chennai,5285000.0,930.0,Chennai Pallavaram,2.0
7472,Chennai,2205000.0,1025.0,Chennai Pallavaram,2.0
7480,Chennai,7130000.0,1150.0,Chennai Pallikaranai,3.0
7494,Chennai,8108000.0,1243.0,Chennai Pallikaranai,2.0
7495,Chennai,17600000.0,2712.0,Chennai Pallikaranai,4.0
7496,Chennai,12600000.0,1944.0,Chennai Pallikaranai,3.0
7497,Chennai,12000000.0,1922.0,Chennai Pallikaranai,3.0
7498,Chennai,16500000.0,2691.0,Chennai Pallikaranai,4.0
7499,Chennai,8200000.0,1255.0,Chennai Pallikaranai,2.0
7507,Chennai,9130000.0,1254.0,Chennai Pallikaranai,2.0
7508,Chennai,24200000.0,2691.0,Chennai Pallikaranai,4.0
7514,Chennai,7559999.0,831.0,Chennai Pallikaranai,2.0
7517,Chennai,16500000.0,1944.0,Chennai Pallikaranai,3.0
7519,Chennai,21400000.0,2691.0,Chennai Pallikaranai,4.0
7522,Chennai,12000000.0,1240.0,Chennai Pallikaranai,2.0
7524,Chennai,12000000.0,1243.0,Chennai Pallikaranai,2.0
7525,Chennai,16500000.0,2712.0,Chennai Pallikaranai,4.0
7528,Chennai,9056000.0,1255.0,Chennai Pallikaranai,2.0
7529,Chennai,5407000.0,611.0,Chennai Pallikaranai,1.0
7530,Chennai,4800000.0,1255.0,Chennai Pallikaranai,1.0
7533,Chennai,11200000.0,1255.0,Chennai Pallikaranai,2.0
7534,Chennai,11399999.0,1243.0,Chennai Pallikaranai,2.0
7535,Chennai,4120000.0,620.0,Chennai Pallikaranai,1.0
7537,Chennai,7850000.0,1243.0,Chennai Pallikaranai,2.0
7538,Chennai,3106000.0,620.0,Chennai Pallikaranai,1.0
7543,Chennai,4485000.0,620.0,Chennai Pallikaranai,1.0
7545,Chennai,5444000.0,830.0,Chennai Pallikaranai,2.0
7546,Chennai,4999000.0,884.0,Chennai Pallikaranai,1.0
7553,Chennai,5521000.0,986.0,Chennai Pammal,2.0
7554,Chennai,5521000.0,986.0,Chennai Pammal,2.0
7558,Chennai,6025000.0,1076.0,Chennai Pammal,2.0
7559,Chennai,5768000.0,1030.0,Chennai Pammal,2.0
7560,Chennai,4547000.0,812.0,Chennai Pammal,2.0
7561,Chennai,5208000.0,930.0,Chennai Pammal,2.0
7562,Chennai,7280000.0,1300.0,Chennai Pammal,3.0
7563,Chennai,2827000.0,589.0,Chennai Pammal,1.0
7576,Chennai,3020000.0,604.0,Chennai Pammal,1.0
7587,Chennai,13000000.0,1070.0,Chennai Pammal,3.0
7588,Chennai,5000000.0,874.0,Chennai Pammal,2.0
7589,Chennai,8687000.0,820.0,Chennai Pammal,2.0
7592,Chennai,4705000.0,711.0,Chennai Pammal,2.0
7593,Chennai,2840000.0,450.0,Chennai Pammal,1.0
7594,Chennai,7113000.0,752.0,Chennai Pammal,2.0
7596,Chennai,5200000.0,637.0,Chennai Pammal,2.0
7597,Chennai,13000000.0,1220.0,Chennai Pammal,3.0
7598,Chennai,17100000.0,1200.0,Chennai Pammal,3.0
7602,Chennai,4949000.0,850.0,Chennai Pammal,2.0
7604,Chennai,2540000.0,453.0,Chennai Pammal,1.0
7605,Chennai,2760000.0,453.0,Chennai Pammal,1.0
7610,Chennai,2540000.0,453.0,Chennai Pammal,1.0
7611,Chennai,2760000.0,453.0,Chennai Pammal,1.0
7612,Chennai,4900000.0,635.0,Chennai Pammal,2.0
7613,Chennai,4900000.0,635.0,Chennai Pammal,2.0
7615,Chennai,4000000.0,652.0,Chennai Pammal,2.0
7616,Chennai,4770000.0,637.0,Chennai Pammal,2.0
7617,Chennai,2540000.0,450.0,Chennai Pammal,1.0
7619,Chennai,6050000.0,652.0,Chennai Pammal,2.0
7622,Chennai,2723000.0,450.0,Chennai Pammal,1.0
7626,Chennai,4480000.0,777.0,Chennai Pammal,2.0
7628,Chennai,6934999.0,777.0,Chennai Pammal,2.0
7629,Chennai,3918000.0,580.0,Chennai Pammal,1.0
7630,Chennai,4115999.0,3500.0,Chennai Pammal,5.0
7631,Chennai,10100000.0,1093.0,Chennai Pammal,2.0
7632,Chennai,4500000.0,1300.0,Chennai Pammal,1.0
7633,Chennai,4305000.0,580.0,Chennai Pammal,1.0
7634,Chennai,2000000.0,580.0,Chennai Pammal,1.0
7635,Chennai,5700000.0,861.0,Chennai Pammal,1.0
7636,Chennai,9200000.0,1300.0,Chennai Pammal,2.0
7637,Chennai,4165000.0,1300.0,Chennai Pammal,1.0
7640,Chennai,6500000.0,1181.0,Chennai Peerakankaranai,3.0
7641,Chennai,4000000.0,1062.0,Chennai Peerakankaranai,2.0
7642,Chennai,8300000.0,1546.0,Chennai Peerakankaranai,3.0
7643,Chennai,6100000.0,1093.0,Chennai Peerakankaranai,2.0
7644,Chennai,6000000.0,1066.0,Chennai Peerakankaranai,2.0
7645,Chennai,5500000.0,984.0,Chennai Peerakankaranai,2.0
7646,Chennai,5400000.0,947.0,Chennai Peerakankaranai,2.0
7647,Chennai,6700000.0,1228.0,Chennai Peerakankaranai,2.0
7650,Chennai,6942000.0,612.0,Chennai Peerakankaranai,1.0
7651,Chennai,3581000.0,591.0,Chennai Perambur,1.0
7653,Chennai,5793000.0,956.0,Chennai Perambur,2.0
7654,Chennai,3981000.0,657.0,Chennai Perambur,2.0
7655,Chennai,3581000.0,591.0,Chennai Perambur,1.0
7657,Chennai,5793000.0,956.0,Chennai Perambur,2.0
7658,Chennai,3981000.0,657.0,Chennai Perambur,2.0
7659,Chennai,5700000.0,850.0,Chennai Perambur,2.0
7660,Chennai,4300000.0,591.0,Chennai Perambur,1.0
7661,Chennai,3981000.0,591.0,Chennai Perambur,1.0
7662,Chennai,3981000.0,591.0,Chennai Perambur,1.0
7664,Chennai,9613000.0,1060.0,Chennai Perambur,2.0
7665,Chennai,7416000.0,920.0,Chennai Perambur,2.0
7668,Chennai,3300000.0,855.0,Chennai Perumbakkam,2.0
7671,Chennai,4403000.0,1036.0,Chennai Perumbakkam,2.0
7672,Chennai,4500000.0,949.0,Chennai Perumbakkam,2.0
7673,Chennai,4000000.0,901.0,Chennai Perumbakkam,2.0
7674,Chennai,4500000.0,949.0,Chennai Perumbakkam,2.0
7675,Chennai,4500000.0,949.0,Chennai Perumbakkam,2.0
7676,Chennai,4200000.0,901.0,Chennai Perumbakkam,2.0
7677,Chennai,7000000.0,1550.0,Chennai Perumbakkam,2.0
7678,Chennai,4758000.0,1107.0,Chennai Perumbakkam,2.0
7683,Chennai,6956999.0,1546.0,Chennai Perumbakkam,4.0
7686,Chennai,3822000.0,910.0,Chennai Perumbakkam,1.0
7687,Chennai,3822000.0,910.0,Chennai Perumbakkam,1.0
7688,Chennai,7751000.0,1546.0,Chennai Perumbakkam,4.0
7689,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7690,Chennai,4000000.0,770.0,Chennai Perumbakkam,2.0
7691,Chennai,3400000.0,855.0,Chennai Perumbakkam,2.0
7692,Chennai,3400000.0,855.0,Chennai Perumbakkam,2.0
7693,Chennai,3400000.0,855.0,Chennai Perumbakkam,2.0
7694,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7695,Chennai,3400000.0,855.0,Chennai Perumbakkam,2.0
7696,Chennai,5808000.0,855.0,Chennai Perumbakkam,2.0
7698,Chennai,6645999.0,1107.0,Chennai Perumbakkam,2.0
7700,Chennai,9110000.0,1355.0,Chennai Perumbakkam,3.0
7701,Chennai,8039000.0,1443.0,Chennai Perumbakkam,3.0
7703,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7704,Chennai,6572000.0,855.0,Chennai Perumbakkam,2.0
7705,Chennai,3800000.0,790.0,Chennai Perumbakkam,2.0
7706,Chennai,3400000.0,790.0,Chennai Perumbakkam,2.0
7707,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7708,Chennai,6572000.0,855.0,Chennai Perumbakkam,2.0
7709,Chennai,4900000.0,790.0,Chennai Perumbakkam,2.0
7710,Chennai,3800000.0,790.0,Chennai Perumbakkam,2.0
7711,Chennai,3400000.0,790.0,Chennai Perumbakkam,2.0
7712,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7713,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7714,Chennai,3900000.0,855.0,Chennai Perumbakkam,2.0
7715,Chennai,3800000.0,790.0,Chennai Perumbakkam,2.0
7716,Chennai,3400000.0,790.0,Chennai Perumbakkam,2.0
7717,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7718,Chennai,5808000.0,790.0,Chennai Perumbakkam,2.0
7720,Chennai,6500000.0,790.0,Chennai Perumbakkam,2.0
7721,Chennai,3200000.0,790.0,Chennai Perumbakkam,2.0
7722,Chennai,4635000.0,790.0,Chennai Perumbakkam,2.0
7723,Chennai,3500000.0,550.0,Chennai Perumbakkam,1.0
7724,Chennai,5278000.0,825.0,Chennai Perumbakkam,2.0
7725,Chennai,2142000.0,920.0,Chennai Perumbakkam,2.0
7726,Chennai,5420000.0,967.0,Chennai Perumbakkam,2.0
7728,Chennai,8644000.0,1263.0,Chennai Perumbakkam,3.0
7729,Chennai,6800000.0,855.0,Chennai Perumbakkam,2.0
7730,Chennai,3500000.0,855.0,Chennai Perumbakkam,2.0
7731,Chennai,3881000.0,855.0,Chennai Perumbakkam,2.0
7732,Chennai,7492000.0,1414.0,Chennai Perumbakkam,3.0
7733,Chennai,3881000.0,790.0,Chennai Perumbakkam,2.0
7734,Chennai,5300000.0,790.0,Chennai Perumbakkam,2.0
7737,Chennai,4580000.0,966.0,Chennai Perumbakkam,2.0
7738,Chennai,5372000.0,522.0,Chennai Perumbakkam,1.0
7741,Chennai,5854000.0,869.0,Chennai Perumbakkam,2.0
7742,Chennai,2570000.0,795.0,Chennai Perumbakkam,2.0
7743,Chennai,2912000.0,855.0,Chennai Perumbakkam,2.0
7744,Chennai,7104000.0,790.0,Chennai Perumbakkam,2.0
7745,Chennai,7600000.0,1120.0,Chennai Perumbakkam,2.0
7746,Chennai,5780000.0,1122.0,Chennai Perumbakkam,2.0
7747,Chennai,5480000.0,1122.0,Chennai Perumbakkam,2.0
7748,Chennai,2510000.0,790.0,Chennai Perumbakkam,2.0
7749,Chennai,9004000.0,1515.0,Chennai Perumbakkam,3.0
7750,Chennai,4200000.0,1015.0,Chennai Perumbakkam,2.0
7752,Chennai,8100000.0,1456.0,Chennai Perumbakkam,3.0
7753,Chennai,6350000.0,1326.0,Chennai Perumbakkam,1.0
7758,Chennai,7850000.0,790.0,Chennai Perumbakkam,2.0
7759,Chennai,4240000.0,967.0,Chennai Perumbakkam,2.0
7760,Chennai,9225000.0,967.0,Chennai Perumbakkam,2.0
7761,Chennai,3038000.0,740.0,Chennai Perumbakkam,2.0
7766,Chennai,2771000.0,660.0,Chennai Perungalathur,1.0
7767,Chennai,2699000.0,643.0,Chennai Perungalathur,1.0
7768,Chennai,5022000.0,1196.0,Chennai Perungalathur,2.0
7769,Chennai,2657000.0,633.0,Chennai Perungalathur,1.0
7770,Chennai,3888000.0,926.0,Chennai Perungalathur,2.0
7771,Chennai,2729000.0,650.0,Chennai Perungalathur,1.0
7773,Chennai,2014000.0,510.0,Chennai Perungalathur,1.0
7777,Chennai,2002000.0,507.0,Chennai Perungalathur,1.0
7785,Chennai,2061000.0,522.0,Chennai Perungalathur,1.0
7788,Chennai,2050000.0,519.0,Chennai Perungalathur,1.0
7790,Chennai,4942000.0,1131.0,Chennai Perungalathur,2.0
7791,Chennai,6066000.0,1350.0,Chennai Perungalathur,3.0
7792,Chennai,6066000.0,1350.0,Chennai Perungalathur,3.0
7793,Chennai,5932000.0,1320.0,Chennai Perungalathur,3.0
7794,Chennai,4664000.0,1038.0,Chennai Perungalathur,3.0
7795,Chennai,4664000.0,1038.0,Chennai Perungalathur,3.0
7796,Chennai,4152000.0,924.0,Chennai Perungalathur,2.0
7797,Chennai,4085000.0,909.0,Chennai Perungalathur,2.0
7799,Chennai,4237000.0,886.0,Chennai Perungalathur,2.0
7800,Chennai,4978000.0,832.0,Chennai Perungalathur,2.0
7801,Chennai,8512000.0,1450.0,Chennai Perungalathur,3.0
7803,Chennai,5500000.0,780.0,Chennai Perungalathur,2.0
7804,Chennai,4100000.0,806.0,Chennai Perungalathur,2.0
7805,Chennai,5599000.0,817.0,Chennai Perungudi,2.0
7808,Chennai,5599000.0,815.0,Chennai Perungudi,2.0
7809,Chennai,10000000.0,1200.0,Chennai Perungudi,3.0
7814,Chennai,11299999.0,1558.0,Chennai Perungudi,2.0
7815,Chennai,15000000.0,1888.0,Chennai Perungudi,3.0
7816,Chennai,13500000.0,1665.0,Chennai Perungudi,3.0
7817,Chennai,11500000.0,1434.0,Chennai Perungudi,2.0
7818,Chennai,11500000.0,1434.0,Chennai Perungudi,2.0
7820,Chennai,4900000.0,670.0,Chennai Perungudi,1.0
7821,Chennai,4900000.0,670.0,Chennai Perungudi,1.0
7822,Chennai,4900000.0,670.0,Chennai Perungudi,1.0
7823,Chennai,7364000.0,785.0,Chennai Perungudi,2.0
7824,Chennai,6203000.0,785.0,Chennai Perungudi,2.0
7826,Chennai,3361000.0,490.0,Chennai Perungudi,1.0
7827,Chennai,3481000.0,635.0,Chennai Perungudi,1.0
7828,Chennai,9741000.0,1173.0,Chennai Perungudi,2.0
7830,Chennai,4934000.0,730.0,Chennai Perungudi,1.0
7831,Chennai,11100000.0,1173.0,Chennai Perungudi,2.0
7834,Chennai,2743000.0,638.0,Chennai Poonamallee,1.0
7851,Chennai,2743000.0,638.0,Chennai Poonamallee,1.0
7854,Chennai,10300000.0,1740.0,Chennai Poonamallee,3.0
7855,Chennai,10300000.0,1740.0,Chennai Poonamallee,3.0
7856,Chennai,8700000.0,1500.0,Chennai Poonamallee,3.0
7865,Chennai,9400000.0,1300.0,Chennai Poonamallee,3.0
7868,Chennai,9546000.0,1510.0,Chennai Poonamallee,3.0
7872,Chennai,9546000.0,1510.0,Chennai Poonamallee,3.0
7874,Chennai,8400000.0,702.0,Chennai Poonamallee,2.0
7875,Chennai,7800000.0,745.0,Chennai Poonamallee,2.0
7876,Chennai,8145000.0,1189.0,Chennai Poonamallee,3.0
7879,Chennai,10100000.0,698.0,Chennai Poonamallee,1.0
7881,Chennai,9018000.0,1740.0,Chennai Poonamallee,3.0
7882,Chennai,8901000.0,1580.0,Chennai Poonamallee,3.0
7886,Chennai,7276000.0,611.0,Chennai Poonamallee,1.0
7887,Chennai,8313000.0,598.0,Chennai Poonamallee,1.0
7895,Chennai,25299999.0,4658.0,Chennai Poonamallee,1.0
7896,Chennai,4192000.0,975.0,Chennai Porur,1.0
7898,Chennai,7000000.0,1140.0,Chennai Porur,2.0
7900,Chennai,3365000.0,765.0,Chennai Porur,1.0
7901,Chennai,3289000.0,765.0,Chennai Porur,1.0
7902,Chennai,3117000.0,725.0,Chennai Porur,1.0
7904,Chennai,9000000.0,1364.0,Chennai Porur,3.0
7905,Chennai,3089000.0,618.0,Chennai Porur,1.0
7911,Chennai,6900000.0,1135.0,Chennai Porur,2.0
7912,Chennai,3600000.0,625.0,Chennai Porur,1.0
7913,Chennai,7000000.0,1140.0,Chennai Porur,2.0
7914,Chennai,7000000.0,1140.0,Chennai Porur,2.0
